Make,Variant,"Length 
(ft)",Geographic Region,Country/Region/State ,Listing Price (USD),Year,Beam (m),Draft (m),Rigging,Displacement (kg),Sail Area (m²),Hull Materials,Sleeping Capacity,Headroom (m),Fuel Capacity (L),Water Capacity (L),Standard Engine Power (hp),LOA (m),Waterline Length (m),Fuel Type,Holding Tank Capacity (L),Keel Type,latitude,longitude, Climate Type,Country Code,2020_ave,2020_tol
Lagoon,450,45.8,Europe, Croatia,472029,2014,7.87,1.3,None,12152.0,133.0,Fiberglass,6-10,2.05,650.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,,,,,,
Lagoon,450,45.8,Europe,Turkey,462000,2014,7.87,1.3,None,12152.0,133.0,Fiberglass,6-10,2.05,650.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Lagoon,450,45.8,Europe,Italy,424393,2014,7.87,1.3,None,12152.0,133.0,Fiberglass,6-10,2.05,650.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Lagoon,450ownersversion,45.8,USA,Florida,499000,2014,,,,,,,,,,,,,,,,,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Fountaine Pajot,salina48evolution,47.0,Caribbean,Martinique,565040,2014,7.7,1.1,None,14000.0,163.0,Fiberglass,8-12,2.05,700.0,1000.0,2 x 55,14.3,13.80,Diesel,800,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Fountaine Pajot,salina48,47.0,Caribbean,Martinique,563836,2014,7.7,1.1,None,12000.0,130.0,Fiberglass,10,2.05,480.0,700.0,2 x 40,14.3,13.2,Diesel,80,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Fountaine Pajot,salina48,47.0,USA,Florida,485000,2014,7.7,1.1,None,12000.0,130.0,Fiberglass,10,2.05,480.0,700.0,2 x 40,14.3,13.2,Diesel,80,Fixed keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Leopard,48,48.0,Caribbean,British Virgin Islands,455000,2014,7.45,1.47,None,17000.0,164.0,Fiberglass,6-10,1.98,1100.0,1000.0,2 x 57,14.75,14.27,Diesel,700,Fixed keel,18.4024395,-64.5661642, Am,GBR,40318.55756604926,2704609160088.1504
Leopard,48,48.0,Caribbean,British Virgin Islands,449000,2014,7.45,1.47,None,17000.0,164.0,Fiberglass,6-10,1.98,1100.0,1000.0,2 x 57,14.75,14.27,Diesel,700,Fixed keel,18.4024395,-64.5661642, Am,GBR,40318.55756604926,2704609160088.1504
Leopard,48,48.0,Caribbean,British Virgin Islands,429000,2014,7.45,1.47,None,17000.0,164.0,Fiberglass,6-10,1.98,1100.0,1000.0,2 x 57,14.75,14.27,Diesel,700,Fixed keel,18.4024395,-64.5661642, Am,GBR,40318.55756604926,2704609160088.1504
Leopard,48crewedversion,48.0,Caribbean,British Virgin Islands,400000,2014,7.45,1.47,None,17000.0,164.0,Fiberglass,6-10,1.98,1100.0,1000.0,2 x 57,14.75,14.27,Diesel,700,Fixed keel,18.4024395,-64.5661642, Am,GBR,40318.55756604926,2704609160088.1504
Leopard,48,48.0,Europe,Croatia,472149,2014,7.45,1.47,None,17000.0,164.0,Fiberglass,6-10,1.98,1100.0,1000.0,2 x 57,14.75,14.27,Diesel,700,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Leopard,48,48.0,Europe,Croatia,472149,2014,7.45,1.47,None,17000.0,164.0,Fiberglass,6-10,1.98,1100.0,1000.0,2 x 57,14.75,14.27,Diesel,700,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Fountaine Pajot,saba50,49.0,Caribbean,Martinique,589724,2014,7.92,1.25,None,16000.0,162.0,Fiberglass,8-12,2.1,940.0,700.0,2 x 75,14.98,14.50,Diesel,700,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Fountaine Pajot,saba50,49.0,Caribbean,Guadeloupe,571486,2014,7.92,1.25,None,16000.0,162.0,Fiberglass,8-12,2.1,940.0,700.0,2 x 75,14.98,14.50,Diesel,700,Fixed keel,16.2528827,-61.5686855, Am,FRA,39055.2829280754,2639008701648.2563
Lagoon,52f,52.0,Europe,Greece,1033538,2014,8.74,1.5,None,26000.0,223.0,Fiberglass,8-12,2.05,1040.0,960.0,2 x 80,15.85,15.60,Diesel,4 x 80,None,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Lagoon,52,52.0,Europe,Croatia,1003140,2014,8.74,1.5,None,26000.0,197.0,Fiberglass,8-12,2.05,1040.0,960.0,2 x 54,15.85,15.60,Diesel,800,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,52,52.0,Europe,Croatia,1003140,2014,8.74,1.5,None,26000.0,197.0,Fiberglass,8-12,2.05,1040.0,960.0,2 x 54,15.85,15.60,Diesel,800,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,52,52.0,Europe,Italy,997060,2014,8.74,1.5,None,26000.0,197.0,Fiberglass,8-12,2.05,1040.0,960.0,2 x 54,15.85,15.60,Diesel,800,Fixed keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Lagoon,52,52.0,Europe,Turkey,972741,2014,8.74,1.5,None,26000.0,197.0,Fiberglass,8-12,2.05,1040.0,960.0,2 x 54,15.85,15.60,Diesel,800,Fixed keel,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Lagoon,52,52.0,Europe,France,972741,2014,8.74,1.5,None,26000.0,197.0,Fiberglass,8-12,2.05,1040.0,960.0,2 x 54,15.85,15.60,Diesel,800,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Lagoon,52,52.0,Europe,Croatia,753875,2014,8.74,1.5,None,26000.0,197.0,Fiberglass,8-12,2.05,1040.0,960.0,2 x 54,15.85,15.60,Diesel,800,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,52,52.0,USA,Texas,799000,2014,8.74,1.5,None,26000.0,197.0,Fiberglass,8-12,2.05,1040.0,960.0,2 x 54,15.85,15.60,Diesel,800,Fixed keel,31.2638905,-98.5456116, Cfa/BSh,USA,63530.63348390901,21060473613000.0
Nautitech,542,53.5,Europe,Italy,1185529,2014,8.54,1.4,None,16000.0,212.0,Fiberglass,10-12,1.8,1000.0,800.0,2 x 75,16.3,15.64,Diesel,2 x 75,Fixed keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Privilege,series5,56.0,Caribbean,Grenada,899000,2014,9.16,1.55,None,19000.0,216.0,Fiberglass,6-8,2.0,1200.0,800.0,2 x 75,16.06,15.61,Diesel,800,Fixed keel,12.1360374,-61.6904045, Af,GRD,8437.56673228706,1043414814.8148148
Leopard,39,37.5,Europe,Croatia,265549,2015,6.04,1.22,None,8500.0,110.0,Fiberglass,6-8,2.05,250.0,780.0,2 x 29,11.99,11.43,Diesel,206,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,380,38.0,Caribbean,Martinique,218259,2015,6.53,1.15,Fractional sloop,6970.0,77.0,Polyester,8.0,1.95,200.0,300.0,2x29,11.55,10.89,Diesel,80,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Lagoon,380,38.0,Europe,Italy,242510,2015,6.53,1.15,Fractional sloop,6970.0,77.0,Polyester,8.0,1.95,200.0,300.0,2x29,11.55,10.89,Diesel,80,Fixed keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Lagoon,380,38.0,Europe,Croatia,220078,2015,6.53,1.15,Fractional sloop,6970.0,77.0,Polyester,8.0,1.95,200.0,300.0,2x29,11.55,10.89,Diesel,80,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,39,38.4,Caribbean,Martinique,333556,2015,6.79,1.21,None,9400.0,78.0,Fiberglass,6,1.95,200.0,600.0,2 x 20,11.74,11.45,Diesel,80,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Lagoon,39,38.4,Caribbean,Martinique,333174,2015,6.79,1.21,None,9400.0,78.0,Fiberglass,6,1.95,200.0,600.0,2 x 20,11.74,11.45,Diesel,80,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Lagoon,39,38.4,Caribbean,Martinique,267025,2015,6.79,1.21,None,9400.0,78.0,Fiberglass,6,1.95,200.0,600.0,2 x 20,11.74,11.45,Diesel,80,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Lagoon,39,38.4,Caribbean,Guadeloupe,265811,2015,6.79,1.21,None,9400.0,78.0,Fiberglass,6,1.95,200.0,600.0,2 x 20,11.74,11.45,Diesel,80,Fixed keel,16.2528827,-61.5686855, Am,FRA,39055.2829280754,2639008701648.2563
Lagoon,39,38.4,Europe,Turkey,401256,2015,6.79,1.21,None,9400.0,78.0,Fiberglass,6,1.95,200.0,600.0,2 x 20,11.74,11.45,Diesel,80,Fixed keel,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Lagoon,39,38.4,Europe,Spain,334380,2015,6.79,1.21,None,9400.0,78.0,Fiberglass,6,1.95,200.0,600.0,2 x 20,11.74,11.45,Diesel,80,Fixed keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Lagoon,39,38.4,Europe,France,327389,2015,6.79,1.21,None,9400.0,78.0,Fiberglass,6,1.95,200.0,600.0,2 x 20,11.74,11.45,Diesel,80,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Lagoon,39,38.4,Europe,France,303982,2015,6.79,1.21,None,9400.0,78.0,Fiberglass,6,1.95,200.0,600.0,2 x 20,11.74,11.45,Diesel,80,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Lagoon,39,38.4,Europe,Greece,303982,2015,6.79,1.21,None,9400.0,78.0,Fiberglass,6,1.95,200.0,600.0,2 x 20,11.74,11.45,Diesel,80,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Lagoon,39,38.4,Europe,France,303437,2015,6.79,1.21,None,9400.0,78.0,Fiberglass,6,1.95,200.0,600.0,2 x 20,11.74,11.45,Diesel,80,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Lagoon,39,38.4,Europe,Turkey,279663,2015,6.79,1.21,None,9400.0,78.0,Fiberglass,6,1.95,200.0,600.0,2 x 20,11.74,11.45,Diesel,80,Fixed keel,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Lagoon,39,38.4,Europe,France,279380,2015,6.79,1.21,None,9400.0,78.0,Fiberglass,6,1.95,200.0,600.0,2 x 20,11.74,11.45,Diesel,80,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Lagoon,39,38.4,Europe,France,279162,2015,6.79,1.21,None,9400.0,78.0,Fiberglass,6,1.95,200.0,600.0,2 x 20,11.74,11.45,Diesel,80,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Fountaine Pajot,lipari41,39.0,Caribbean,Martinique,267025,2015,6.72,1.15,None,8900.0,93.0,Fiberglass,8,1.95,300.0,530.0,2 x 30,11.95,11.50,Diesel,80,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Leopard,sunsail404,39.0,Caribbean,British Virgin Islands,95000,2015,4.12,1.35,None,10800.0,84.0,Fiberglass,10,2.05,250.0,400.0,2 x 29,11.99,11.43,Diesel,211,Fixed keel,18.4024395,-64.5661642, Am,GBR,40318.55756604926,2704609160088.1504
Lagoon,400,39.0,Europe,Croatia,338636,2015,7.25,1.21,None,10300.0,77.0,Fiberglass,8-10,2.0,400.0,600.0,2 x 29,11.97,11.60,Diesel,80,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,400,39.0,Europe,Greece,310083,2015,7.25,1.21,None,10300.0,77.0,Fiberglass,8-10,2.0,400.0,600.0,2 x 29,11.97,11.60,Diesel,80,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Lagoon,400,39.0,Europe,Italy,303674,2015,7.25,1.21,None,10300.0,77.0,Fiberglass,8-10,2.0,400.0,600.0,2 x 29,11.97,11.60,Diesel,80,Fixed keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Lagoon,400,39.0,Europe,Italy,303674,2015,7.25,1.21,None,10300.0,77.0,Fiberglass,8-10,2.0,400.0,600.0,2 x 29,11.97,11.60,Diesel,80,Fixed keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Lagoon,400,39.0,Europe,Italy,303437,2015,7.25,1.21,None,10300.0,77.0,Fiberglass,8-10,2.0,400.0,600.0,2 x 29,11.97,11.60,Diesel,80,Fixed keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Lagoon,400,39.0,Europe,Italy,303437,2015,7.25,1.21,None,10300.0,77.0,Fiberglass,8-10,2.0,400.0,600.0,2 x 29,11.97,11.60,Diesel,80,Fixed keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Nautitech,40open,39.5,Europe,Greece,418744,2015,6.91,1.35,None,7000.0,80.0,Fiberglass,8-10,1.95,400.0,600.0,2 x 20,11.98,11.89,Diesel,200,Semi-elliptic,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Nautitech,40open,39.5,Europe,France,388400,2015,6.91,1.35,None,7000.0,80.0,Fiberglass,8-10,1.95,400.0,600.0,2 x 20,11.98,11.89,Diesel,200,Semi-elliptic,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Nautitech,40open,39.5,Europe,Spain,382210,2015,6.91,1.35,None,7000.0,80.0,Fiberglass,8-10,1.95,400.0,600.0,2 x 20,11.98,11.89,Diesel,200,Semi-elliptic,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Nautitech,40open,39.5,Europe,Spain,364424,2015,6.91,1.35,None,7000.0,80.0,Fiberglass,8-10,1.95,400.0,600.0,2 x 20,11.98,11.89,Diesel,200,Semi-elliptic,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Nautitech,40open,39.5,Europe,Spain,363765,2015,6.91,1.35,None,7000.0,80.0,Fiberglass,8-10,1.95,400.0,600.0,2 x 20,11.98,11.89,Diesel,200,Semi-elliptic,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Nautitech,40open,39.5,Europe,France,352214,2015,6.91,1.35,None,7000.0,80.0,Fiberglass,8-10,1.95,400.0,600.0,2 x 20,11.98,11.89,Diesel,200,Semi-elliptic,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Nautitech,40open,39.5,Europe,France,351987,2015,6.91,1.35,None,7000.0,80.0,Fiberglass,8-10,1.95,400.0,600.0,2 x 20,11.98,11.89,Diesel,200,Semi-elliptic,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Nautitech,40open,39.5,Europe,Croatia,315575,2015,6.91,1.35,None,7000.0,80.0,Fiberglass,8-10,1.95,400.0,600.0,2 x 20,11.98,11.89,Diesel,200,Semi-elliptic,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Bali,4.0,40.0,Europe,France,425604,2015,6.72,1.15,None,10620.0,100.0,Fiberglass,8-10,2.0,800.0,800.0,2 x 40,11.99,11.50,Diesel,800,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Bali,4.0,40.0,Europe,France,425144,2015,6.72,1.15,None,10620.0,100.0,Fiberglass,8-10,2.0,800.0,800.0,2 x 40,11.99,11.50,Diesel,800,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Seawind,1250,41.0,Caribbean,Mexico,455000,2015,7.85,1.2,None,12000.0,166.0,Fiberglass,8-12,2.1,600.0,900.0,2 x 57,12.19,11.81,Diesel,2 x 75,Fixed keel,23.6585116,-102.0077097, BWh/BSh,MEX,8655.000682068028,1090515389749.4136
Lagoon,421,42.0,Caribbean,Martinique,363562,2015,7.5,1.26,None,12000.0,88.0,Fiberglass,6-12,1.95,300.0,600.0,2 x 40,12.61,12.28,Diesel,80,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Lagoon,421,42.0,Caribbean,Martinique,363145,2015,7.5,1.26,None,12000.0,88.0,Fiberglass,6-12,1.95,300.0,600.0,2 x 40,12.61,12.28,Diesel,80,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Lagoon,421,42.0,Caribbean,Belize,340459,2015,7.5,1.26,None,12000.0,88.0,Fiberglass,6-12,1.95,300.0,600.0,2 x 40,12.61,12.28,Diesel,80,Fixed keel,16.8259793,-88.7600927, Am,BLZ,5266.876160042135,2080000000.0
Lagoon,421,42.0,Caribbean,Belize,340069,2015,7.5,1.26,None,12000.0,88.0,Fiberglass,6-12,1.95,300.0,600.0,2 x 40,12.61,12.28,Diesel,80,Fixed keel,16.8259793,-88.7600927, Am,BLZ,5266.876160042135,2080000000.0
Bali,4.3,42.0,Europe,Spain,455973,2015,7.12,1.22,None,12200.0,146.0,Fiberglass,8-10,2.05,800.0,800.0,2 x 40,13.1,12.60,Diesel,None,Fixed keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Leopard,44,42.5,Caribbean,Belize,359000,2015,7.25,1.22,None,13000.0,104.0,Fiberglass,6-10,2.05,700.0,1000.0,2 x 39,13.41,12.75,Diesel,206,Fixed keel,16.8259793,-88.7600927, Am,BLZ,5266.876160042135,2080000000.0
Leopard,44,42.5,Caribbean,British Virgin Islands,349000,2015,7.25,1.22,None,13000.0,104.0,Fiberglass,6-10,2.05,700.0,1000.0,2 x 39,13.41,12.75,Diesel,206,Fixed keel,18.4024395,-64.5661642, Am,GBR,40318.55756604926,2704609160088.1504
Leopard,44,42.5,Caribbean,Bahamas,339999,2015,7.25,1.22,None,13000.0,104.0,Fiberglass,6-10,2.05,700.0,1000.0,2 x 39,13.41,12.75,Diesel,206,Fixed keel,24.7736546,-78.0000547, Aw,BHS,23862.710992912165,9699500000.0
Leopard,44,42.5,Caribbean,British Virgin Islands,339000,2015,7.25,1.22,None,13000.0,104.0,Fiberglass,6-10,2.05,700.0,1000.0,2 x 39,13.41,12.75,Diesel,206,Fixed keel,18.4024395,-64.5661642, Am,GBR,40318.55756604926,2704609160088.1504
Leopard,44,42.5,Caribbean,British Virgin Islands,339000,2015,7.25,1.22,None,13000.0,104.0,Fiberglass,6-10,2.05,700.0,1000.0,2 x 39,13.41,12.75,Diesel,206,Fixed keel,18.4024395,-64.5661642, Am,GBR,40318.55756604926,2704609160088.1504
Leopard,44,42.5,Caribbean,British Virgin Islands,329000,2015,7.25,1.22,None,13000.0,104.0,Fiberglass,6-10,2.05,700.0,1000.0,2 x 39,13.41,12.75,Diesel,206,Fixed keel,18.4024395,-64.5661642, Am,GBR,40318.55756604926,2704609160088.1504
Leopard,44,42.5,Caribbean,British Virgin Islands,329000,2015,7.25,1.22,None,13000.0,104.0,Fiberglass,6-10,2.05,700.0,1000.0,2 x 39,13.41,12.75,Diesel,206,Fixed keel,18.4024395,-64.5661642, Am,GBR,40318.55756604926,2704609160088.1504
Leopard,44,42.5,Europe,Greece,338636,2015,7.25,1.22,None,13000.0,104.0,Fiberglass,6-10,2.05,700.0,1000.0,2 x 39,13.41,12.75,Diesel,206,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Leopard,44,42.5,USA,Florida,569000,2015,7.25,1.22,None,13000.0,104.0,Fiberglass,6-10,2.05,700.0,1000.0,2 x 39,13.41,12.75,Diesel,206,Fixed keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Leopard,44,42.5,USA,Florida,569000,2015,7.25,1.22,None,13000.0,104.0,Fiberglass,6-10,2.05,700.0,1000.0,2 x 39,13.41,12.75,Diesel,206,Fixed keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Leopard,44,42.5,USA,Florida,567000,2015,7.25,1.22,None,13000.0,104.0,Fiberglass,6-10,2.05,700.0,1000.0,2 x 39,13.41,12.75,Diesel,206,Fixed keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Leopard,44,42.5,USA,Florida,567000,2015,7.25,1.22,None,13000.0,104.0,Fiberglass,6-10,2.05,700.0,1000.0,2 x 39,13.41,12.75,Diesel,206,Fixed keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Bali,4.3,43.0,Europe,Turkey,519000,2015,7.12,1.22,None,12200.0,146.0,Fiberglass,8-10,2.05,800.0,800.0,2 x 40,13.1,12.60,Diesel,None,Fixed keel,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Bali,4.3,43.0,Europe,Spain,455449,2015,7.12,1.22,None,12200.0,146.0,Fiberglass,8-10,2.05,800.0,800.0,2 x 40,13.1,12.60,Diesel,None,Fixed keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Bali,4.3,43.0,USA,Florida,449000,2015,7.12,1.22,None,12200.0,146.0,Fiberglass,8-10,2.05,800.0,800.0,2 x 40,13.1,12.60,Diesel,None,Fixed keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Fountaine Pajot,helia44,43.6,Caribbean,Grenada,559900,2015,7.4,1.15,None,10880.0,116.0,Fiberglass,8-10,2.05,700.0,750.0,2 x 55,13.3,12.76,Diesel,160,Fixed keel,12.1360374,-61.6904045, Af,GRD,8437.56673228706,1043414814.8148148
Fountaine Pajot,helia44,43.6,Caribbean,Martinique,473362,2015,7.4,1.15,None,10880.0,116.0,Fiberglass,8-10,2.05,700.0,750.0,2 x 55,13.3,12.76,Diesel,160,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Fountaine Pajot,helia44,43.6,Caribbean,Martinique,443526,2015,7.4,1.15,None,10880.0,116.0,Fiberglass,8-10,2.05,700.0,750.0,2 x 55,13.3,12.76,Diesel,160,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Fountaine Pajot,helia44,43.6,Caribbean,Martinique,443019,2015,7.4,1.15,None,10880.0,116.0,Fiberglass,8-10,2.05,700.0,750.0,2 x 55,13.3,12.76,Diesel,160,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Fountaine Pajot,helia44maestro,43.6,Europe,Netherlands,544974,2015,7.4,1.15,None,10880.0,116.0,Fiberglass,6-8,2.05,700.0,750.0,2 x 55,13.3,12.76,Diesel,160,Fixed keel,52.2434979,5.6343227, Cfb,NLD,52162.570115040624,909793466661.4812
Fountaine Pajot,helia44,43.6,Europe,Italy,510689,2015,7.4,1.15,None,10880.0,116.0,Fiberglass,8-10,2.05,700.0,750.0,2 x 55,13.3,12.76,Diesel,160,Fixed keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Fountaine Pajot,helia44,43.6,Europe,France,510689,2015,7.4,1.15,None,10880.0,116.0,Fiberglass,8-10,2.05,700.0,750.0,2 x 55,13.3,12.76,Diesel,160,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Fountaine Pajot,helia44,43.6,Europe,Italy,509775,2015,7.4,1.15,None,10880.0,116.0,Fiberglass,8-10,2.05,700.0,750.0,2 x 55,13.3,12.76,Diesel,160,Fixed keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Fountaine Pajot,helia44,43.6,Europe,Bulgaria,484286,2015,7.4,1.15,None,10880.0,116.0,Fiberglass,8-10,2.05,700.0,750.0,2 x 55,13.3,12.76,Diesel,160,Fixed keel,42.6073975,25.4856617, Cfb,BGR,10129.812959763764,70240275010.19635
Fountaine Pajot,helia44,43.6,Europe,Spain,480291,2015,7.4,1.15,None,10880.0,116.0,Fiberglass,8-10,2.05,700.0,750.0,2 x 55,13.3,12.76,Diesel,160,Fixed keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Fountaine Pajot,helia44,43.6,Europe,Spain,479310,2015,7.4,1.15,None,10880.0,116.0,Fiberglass,8-10,2.05,700.0,750.0,2 x 55,13.3,12.76,Diesel,160,Fixed keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Bali,4.5,44.6,Europe,France,510689,2015,7.88,1.22,None,12650.0,163.0,Fiberglass,10,2.05,800.0,800.0,2 x 57,13.6,13.02,Diesel,None,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Bali,4.5,44.6,Europe,Greece,455973,2015,7.88,1.22,None,12650.0,163.0,Fiberglass,10,2.05,800.0,800.0,2 x 57,13.6,13.02,Diesel,None,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Bali,4.5,44.6,Europe,Greece,455627,2015,7.88,1.22,None,12650.0,163.0,Fiberglass,10,2.05,800.0,800.0,2 x 57,13.6,13.02,Diesel,None,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Bali,4.5,44.6,Europe,Greece,454706,2015,7.88,1.22,None,12650.0,163.0,Fiberglass,10,2.05,800.0,800.0,2 x 57,13.6,13.02,Diesel,None,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Outremer,45,45.0,Europe,France,825350,2015,7.1,1.2,None,9400.0,118.0,Fiberglass,6-8,1.95,400.0,400.0,2 x 40,13.77,13.41,Diesel,none,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Lagoon,450,45.8,Caribbean,Grenada,499000,2015,7.87,1.3,None,12152.0,133.0,Fiberglass,6-10,2.05,650.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,12.1360374,-61.6904045, Af,GRD,8437.56673228706,1043414814.8148148
Lagoon,450,45.8,Caribbean,British Virgin Islands,495000,2015,7.87,1.3,None,12152.0,133.0,Fiberglass,6-10,2.05,650.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,18.4024395,-64.5661642, Am,GBR,40318.55756604926,2704609160088.1504
Lagoon,450,45.8,Caribbean,Netherlands Antilles,480000,2015,7.87,1.3,None,12152.0,133.0,Fiberglass,6-10,2.05,650.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,12.1845,-68.66079226, Am,,,
Lagoon,450,45.8,Caribbean,Guadeloupe,437308,2015,7.87,1.3,None,12152.0,133.0,Fiberglass,6-10,2.05,650.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,16.2528827,-61.5686855, Am,FRA,39055.2829280754,2639008701648.2563
Lagoon,450,45.8,Caribbean,Guadeloupe,436950,2015,7.87,1.3,None,12152.0,133.0,Fiberglass,6-10,2.05,650.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,16.2528827,-61.5686855, Am,FRA,39055.2829280754,2639008701648.2563
